name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Lewis-Clark State College,Idaho,ID,Public,4 Year,total,in,16734,17362,18650,20050,17426,17442,18910,18560,17886
Lewis-Clark State College,Idaho,ID,Public,4 Year,total,out,28810,28862,29650,30568,27736,27356,28442,27468,26076
Lewis-Clark State College,Idaho,ID,Public,4 Year,tuition,in,6334,6120,7224,8624,5786,5562,5348,4998,4596
Liberty University,Virginia,VA,Private,4 Year,total,in,38364,37645,35809,34000,33544,32018,30634,29160,27998
Liberty University,Virginia,VA,Private,4 Year,total,out,38364,37645,35809,34000,33544,32018,30634,29160,27998
Liberty University,Virginia,VA,Private,4 Year,tuition,in,21310,21292,20109,21000,20768,19968,19154,18064,17202
Life Pacific College,California,CA,Private,4 Year,total,in,28068,26805,25607,24901,24285,24633,23352,23367,23180
Life Pacific College,California,CA,Private,4 Year,total,out,28068,26805,25607,24901,24285,24633,23352,23367,23180
Life Pacific College,California,CA,Private,4 Year,tuition,in,14884,14138,13320,12860,12500,13100,12500,12560,12500
Life University,Georgia,GA,Private,4 Year,total,in,38115,37620,35160,30630,28077,29187,28945,28710,28482
Life University,Georgia,GA,Private,4 Year,total,out,38115,37620,35160,30630,28077,29187,28945,28710,28482
Life University,Georgia,GA,Private,4 Year,tuition,in,11715,11220,10860,10500,7947,9057,8815,8580,8352
LIM College,New York,NY,For Profit,4 Year,total,in,50345,49675,48070,47675,47095,46445,45875,45650,44125
LIM College,New York,NY,For Profit,4 Year,total,out,50345,49675,48070,47675,47095,46445,45875,45650,44125
LIM College,New York,NY,For Profit,4 Year,tuition,in,26395,25725,24825,24225,23645,22995,22225,21475,20425
Limestone College,South Carolina,SC,Private,4 Year,total,in,41001,39618,39268,37336,36416,35036,34036,32736,31202
Limestone College,South Carolina,SC,Private,4 Year,total,out,41001,39618,39268,37336,36416,35036,34036,32736,31202
Limestone College,South Carolina,SC,Private,4 Year,tuition,in,25025,23900,23900,23000,22080,21000,20000,19200,18300
Lincoln Christian University,Illinois,IL,Private,4 Year,total,in,26137,25899,25650,28585,26434,25130,24009,22502,21453
Lincoln Christian University,Illinois,IL,Private,4 Year,total,out,26137,25899,25650,28585,26434,25130,24009,22502,21453
Lincoln Christian University,Illinois,IL,Private,4 Year,tuition,in,13020,13020,12900,16050,16050,15300,14580,13680,13020
Lincoln College,Illinois,IL,Private,2 Year,total,in,34630,30314,30314,30014,30014,30014,35414,30457,30257
Lincoln College,Illinois,IL,Private,2 Year,total,out,34630,30314,30314,30014,30014,30014,35414,30457,30257
Lincoln College,Illinois,IL,Private,2 Year,tuition,in,18100,17700,17700,17500,17500,17500,23000,21000,21000
Lincoln Memorial University,Tennessee,TN,Private,4 Year,total,in,36570,37801,36950,36540,32620,32552,31156,29180,27840
Lincoln Memorial University,Tennessee,TN,Private,4 Year,total,out,36570,37801,36950,36540,32620,32552,31156,29180,27840
Lincoln Memorial University,Tennessee,TN,Private,4 Year,tuition,in,21410,21050,20546,19970,19490,18740,17720,16200,15120
Lindenwood University,Missouri,MO,Private,4 Year,total,in,30560,29932,31956,31460,31140,30380,30560,36150,35700
Lindenwood University,Missouri,MO,Private,4 Year,total,out,30560,29932,31956,31460,31140,30380,30560,36150,35700
Lindenwood University,Missouri,MO,Private,4 Year,tuition,in,16960,16332,16022,15580,15150,14600,14000,13540,13240
Lindsey Wilson College,Kentucky,KY,Private,4 Year,total,in,39789,39125,38305,37463,36613,35603,34273,32445,30898
Lindsey Wilson College,Kentucky,KY,Private,4 Year,total,out,39789,39125,38305,37463,36613,35603,34273,32445,30898
Lindsey Wilson College,Kentucky,KY,Private,4 Year,tuition,in,24246,23762,23162,22550,22070,21230,20030,18950,17870
Lipscomb University,Tennessee,TN,Private,4 Year,total,in,47734,46046,44156,42240,40448,38458,36504,34360,32535
Lipscomb University,Tennessee,TN,Private,4 Year,total,out,47734,46046,44156,42240,40448,38458,36504,34360,32535
Lipscomb University,Tennessee,TN,Private,4 Year,tuition,in,30932,29756,28624,27390,26094,24754,23494,21790,20390
LIU Brooklyn,New York,NY,Private,4 Year,total,in,55198,54182,52646,51682,50514,48768,46426,45302,43178
LIU Brooklyn,New York,NY,Private,4 Year,total,out,55198,54182,52646,51682,50514,48768,46426,45302,43178
LIU Brooklyn,New York,NY,Private,4 Year,tuition,in,36978,36256,35546,34852,34120,32818,31606,30162,28728
LIU Post,New York,NY,Private,4 Year,total,in,55198,54182,53184,52160,50934,48624,46840,44456,44033
LIU Post,New York,NY,Private,4 Year,total,out,55198,54182,53184,52160,50934,48624,46840,44456,44033
LIU Post,New York,NY,Private,4 Year,tuition,in,36978,36256,35546,34852,34070,32862,31646,30210,28708
Livingstone College,North Carolina,NC,Private,4 Year,total,in,27659,27660,27140,26721,25920,25050,25050,24000,23300
Livingstone College,North Carolina,NC,Private,4 Year,total,out,27659,27660,27140,26721,25920,25050,25050,24000,23300
Livingstone College,North Carolina,NC,Private,4 Year,tuition,in,17763,17764,17244,16825,16024,15408,15408,14358,13658
Longwood University,Virginia,VA,Public,4 Year,total,in,26908,26817,26020,24554,23724,23938,23144,22869,20921
Longwood University,Virginia,VA,Public,4 Year,total,out,41848,41715,39490,38324,36594,36268,34994,33669,29831
Longwood University,Virginia,VA,Public,4 Year,tuition,in,12720,12240,11910,11580,11340,10890,10530,9855,8925
Loras College,Iowa,IA,Private,4 Year,total,in,43837,42336,40217,40153,39077,37878,36882,35881,34474
Loras College,Iowa,IA,Private,4 Year,total,out,43837,42336,40217,40153,39077,37878,36882,35881,34474
Loras College,Iowa,IA,Private,4 Year,tuition,in,32886,31525,30628,29700,28852,28141,27258,26275,25348
Louisburg College,North Carolina,NC,Private,2 Year,total,in,32409,31835,31074,29904,28298,27324,25384,24788,24197
Louisburg College,North Carolina,NC,Private,2 Year,total,out,32409,31835,31074,29904,28298,27324,25384,24788,24197
Louisburg College,North Carolina,NC,Private,2 Year,tuition,in,18581,18007,17346,16678,15540,14944,14722,14336,13915
Louisiana College,Louisiana,LA,Private,4 Year,total,in,25824,25750,24810,24524,23390,22940,22288,21722,21048
Louisiana College,Louisiana,LA,Private,4 Year,total,out,25824,25750,24810,24524,23390,22940,22288,21722,21048
Louisiana College,Louisiana,LA,Private,4 Year,tuition,in,16000,15978,15070,14570,14120,13780,13380,13030,12530
Louisiana Tech University,Louisiana,LA,Public,4 Year,total,in,20364,19338,19399,18690,18927,18127,16390,15934,15534
Louisiana Tech University,Louisiana,LA,Public,4 Year,total,out,29277,36072,36397,33273,30066,26749,23515,23194,20931
Louisiana Tech University,Louisiana,LA,Public,4 Year,tuition,in,9645,9117,8854,8052,7302,6574,5896,5545,5220
Loyola Marymount University,California,CA,Private,4 Year,total,in,64735,62454,60648,58851,57379,55708,55299,53618,52124
Loyola Marymount University,California,CA,Private,4 Year,total,out,64735,62454,60648,58851,57379,55708,55299,53618,52124
Loyola Marymount University,California,CA,Private,4 Year,tuition,in,46386,44480,42795,41597,40265,39125,37825,36622,35419
Loyola University Chicago,Illinois,IL,Private,4 Year,total,in,59958,58602,56536,53322,51273,49388,47664,46134,44341
Loyola University Chicago,Illinois,IL,Private,4 Year,total,out,59958,58602,56536,53322,51273,49388,47664,46134,44341
Loyola University Chicago,Illinois,IL,Private,4 Year,tuition,in,43078,42032,40426,37412,35573,34578,33294,32114,30656
Loyola University Maryland,Maryland,MD,Private,4 Year,total,in,64520,63590,61550,59925,58578,56960,54700,52590,50320
Loyola University Maryland,Maryland,MD,Private,4 Year,total,out,64520,63590,61550,59925,58578,56960,54700,52590,50320
Loyola University Maryland,Maryland,MD,Private,4 Year,tuition,in,47560,46430,45200,44090,43250,42430,40870,39350,37610
Loyola University New Orleans,Louisiana,LA,Private,4 Year,total,in,55402,54410,53748,52350,51760,49028,46802,44642,42182
Loyola University New Orleans,Louisiana,LA,Private,4 Year,total,out,55402,54410,53748,52350,51760,49028,46802,44642,42182
Loyola University New Orleans,Louisiana,LA,Private,4 Year,tuition,in,39492,38754,37830,36630,36860,35182,33552,31754,29856
Lubbock Christian University,Texas,TX,Private,4 Year,total,in,35320,34184,33030,32040,30966,29718,28602,26576,25472
Lubbock Christian University,Texas,TX,Private,4 Year,total,out,35320,34184,33030,32040,30966,29718,28602,26576,25472
Lubbock Christian University,Texas,TX,Private,4 Year,tuition,in,21794,21166,20360,19600,18740,17760,16870,16180,15280
Luther College,Iowa,IA,Private,4 Year,total,in,54045,52595,51165,49775,48435,46605,45010,42720,41110
Luther College,Iowa,IA,Private,4 Year,total,out,54045,52595,51165,49775,48435,46605,45010,42720,41110
Luther College,Iowa,IA,Private,4 Year,tuition,in,41020,40040,39190,38370,37530,36100,34885,33480,32290
Lycoming College,Pennsylvania,PA,Private,4 Year,total,in,53870,51652,49856,48154,46707,45027,44639,42993,41779
Lycoming College,Pennsylvania,PA,Private,4 Year,total,out,53870,51652,49856,48154,46707,45027,44639,42993,41779
Lycoming College,Pennsylvania,PA,Private,4 Year,tuition,in,38618,37162,35900,34706,33746,32756,31818,30800,29894
Lyndon State College,Vermont,VT,Public,4 Year,total,in,24720,23878,23314,22712,21744,20970,20234,19536,18948
Lyndon State College,Vermont,VT,Public,4 Year,total,out,36888,35566,34714,33776,32400,31242,30122,29064,28188
Lyndon State College,Vermont,VT,Public,4 Year,tuition,in,11730,11290,11018,10700,10286,9864,9468,9096,8820
Lynn University,Florida,FL,Private,4 Year,total,in,55923,54002,52212,51627,49535,48735,47650,46188,46600
Lynn University,Florida,FL,Private,4 Year,total,out,55923,54002,52212,51627,49535,48735,47650,46188,46600
Lynn University,Florida,FL,Private,4 Year,tuition,in,37510,36650,35200,35050,33600,32600,31700,30900,30100
Lyon College,Arkansas,AR,Private,4 Year,total,in,39120,37730,36390,35090,34154,34154,33246,31664,30308
Lyon College,Arkansas,AR,Private,4 Year,total,out,39120,37730,36390,35090,34154,34154,33246,31664,30308
Lyon College,Arkansas,AR,Private,4 Year,tuition,in,27340,26290,25280,24300,23594,23594,22906,21324,19968
Macalester College,Minnesota,MN,Private,4 Year,total,in,66280,64007,61853,59743,57478,55393,53315,50984,48742
Macalester College,Minnesota,MN,Private,4 Year,total,out,66280,64007,61853,59743,57478,55393,53315,50984,48742
Macalester College,Minnesota,MN,Private,4 Year,tuition,in,52464,50639,48887,47195,45388,43693,42021,40046,38174
MacMurray College,Illinois,IL,Private,4 Year,total,in,37725,36320,34684,34000,32550,31550,30210,29000,29298
MacMurray College,Illinois,IL,Private,4 Year,total,out,37725,36320,34684,34000,32550,31550,30210,29000,29298
MacMurray College,Illinois,IL,Private,4 Year,tuition,in,26100,25110,24172,23600,22400,21400,20400,19310,18390
Madonna University,Michigan,MI,Private,4 Year,total,in,34186,32712,31608,29528,27944,26202,25234,24002,22886
Madonna University,Michigan,MI,Private,4 Year,total,out,34186,32712,31608,29528,27944,26202,25234,24002,22886
Madonna University,Michigan,MI,Private,4 Year,tuition,in,20700,19500,18740,17390,16340,15300,14700,13840,13150
Maharishi University of Management,Iowa,IA,Private,4 Year,total,in,39730,39730,38930,38630,38630,38630,35230,35230,35230
Maharishi University of Management,Iowa,IA,Private,4 Year,total,out,39730,39730,38930,38630,38630,38630,35230,35230,35230
Maharishi University of Management,Iowa,IA,Private,4 Year,tuition,in,27530,27530,26530,26430,26430,26430,24430,24430,24430
Maine College of Art,Maine,ME,Private,4 Year,total,in,48970,47144,46512,45680,44740,43810,42685,41520,41280
Maine College of Art,Maine,ME,Private,4 Year,total,out,48970,47144,46512,45680,44740,43810,42685,41520,41280
Maine College of Art,Maine,ME,Private,4 Year,tuition,in,34050,32922,32290,31670,30990,30110,29395,28695,28280
Maine College of Health Professions,Maine,ME,Private,2 Year,total,in,19406,20210,19300,17590,19547,19547,17905,17295,16336
Maine College of Health Professions,Maine,ME,Private,2 Year,total,out,19406,20210,19300,17590,19547,19547,17905,17295,16336
Maine College of Health Professions,Maine,ME,Private,2 Year,tuition,in,11506,12310,11400,9890,9520,9520,9385,8930,7947
Maine Maritime Academy,Maine,ME,Public,4 Year,total,in,27288,27008,26518,25848,24098,23673,23225,21995,21155
Maine Maritime Academy,Maine,ME,Public,4 Year,total,out,40638,40088,39092,37488,34918,33673,32625,30715,28855
Maine Maritime Academy,Maine,ME,Public,4 Year,tuition,in,13278,13078,12788,12400,11950,11525,11305,10525,10105
Malone University,Ohio,OH,Private,4 Year,total,in,43400,42650,41108,38864,37934,36450,34970,33272,31460
Malone University,Ohio,OH,Private,4 Year,total,out,43400,42650,41108,38864,37934,36450,34970,33272,31460
Malone University,Ohio,OH,Private,4 Year,tuition,in,29900,29422,27960,26416,25678,24536,23420,22444,21080
Manchester University,Indiana,IN,Private,4 Year,total,in,44248,43152,42237,40917,39742,38818,36999,35715,34325
Manchester University,Indiana,IN,Private,4 Year,total,out,44248,43152,42237,40917,39742,38818,36999,35715,34325
Manchester University,Indiana,IN,Private,4 Year,tuition,in,31660,30802,29910,29040,27920,26746,25950,24920,23790
Manhattan Christian College,Kansas,KS,Private,4 Year,total,in,29196,27688,26724,26502,26474,25526,24946,24344,24000
Manhattan Christian College,Kansas,KS,Private,4 Year,total,out,29196,27688,26724,26502,26474,25526,24946,24344,24000
Manhattan Christian College,Kansas,KS,Private,4 Year,tuition,in,15418,14986,14290,13642,13642,13258,12890,12288,11944
Manhattan College,New York,NY,Private,4 Year,total,in,60212,58214,56210,54128,52005,48335,44220,40590,39778
Manhattan College,New York,NY,Private,4 Year,total,out,60212,58214,56210,54128,52005,48335,44220,40590,39778
Manhattan College,New York,NY,Private,4 Year,tuition,in,41412,40004,38580,37188,35725,32535,29700,26920,26718
Manhattan School of Music,New York,NY,Private,4 Year,total,in,66200,66200,62424,57350,55850,54290,50915,49895,51025
Manhattan School of Music,New York,NY,Private,4 Year,total,out,66200,66200,62424,57350,55850,54290,50915,49895,51025
Manhattan School of Music,New York,NY,Private,4 Year,tuition,in,44600,44600,42600,37750,36500,35140,33835,32815,31875
Manhattanville College,New York,NY,Private,4 Year,total,in,54780,53790,53090,53090,52240,52060,52060,50620,48610
Manhattanville College,New York,NY,Private,4 Year,total,out,54780,53790,53090,53090,52240,52060,52060,50620,48610
Manhattanville College,New York,NY,Private,4 Year,tuition,in,37910,36920,36220,36220,35370,35370,35370,34350,32760
Manor College,Pennsylvania,PA,Private,2 Year,total,in,29230,28525,28525,29299,28013,26302,25110,24532,23536
Manor College,Pennsylvania,PA,Private,2 Year,total,out,29230,28525,28525,29299,28013,26302,25110,24532,23536
Manor College,Pennsylvania,PA,Private,2 Year,tuition,in,17029,16550,16550,16070,15250,14620,13816,13238,12626
Mansfield University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,in,28722,28200,25280,24406,22434,23009,22455,18228,19797
Mansfield University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,out,38414,37584,36098,34856,32558,32835,31993,27052,28233
Mansfield University of Pennsylvania,Pennsylvania,PA,Public,4 Year,tuition,in,12316,11908,9806,9526,9192,8926,8654,8058,7756
Maranatha Baptist University,Wisconsin,WI,Private,4 Year,total,in,25940,24920,25602,25310,24712,24360,23370,22520,21340
Maranatha Baptist University,Wisconsin,WI,Private,4 Year,total,out,25940,24920,25602,25310,24712,24360,23370,22520,21340
Maranatha Baptist University,Wisconsin,WI,Private,4 Year,tuition,in,14910,14260,13940,13510,13120,12860,12260,11550,11000
Marian University,Wisconsin,WI,Private,4 Year,total,in,38942,39600,38180,36640,35200,34400,32494,31344,30660
Marian University,Wisconsin,WI,Private,4 Year,total,out,38942,39600,38180,36640,35200,34400,32494,31344,30660
Marian University,Wisconsin,WI,Private,4 Year,tuition,in,27400,28280,27210,25930,24650,23440,22440,21490,20900
Marian University,Indiana,IN,Private,4 Year,total,in,47907,46168,44884,42939,41219,40517,38841,37517,36269
Marian University,Indiana,IN,Private,4 Year,total,out,47907,46168,44884,42939,41219,40517,38841,37517,36269
Marian University,Indiana,IN,Private,4 Year,tuition,in,33000,31500,30500,29400,28400,27300,26000,24960,24000
Marietta College,Ohio,OH,Private,4 Year,total,in,50104,49118,47734,46151,44362,43006,41200,39156,37052
Marietta College,Ohio,OH,Private,4 Year,total,out,50104,49118,47734,46151,44362,43006,41200,39156,37052
Marietta College,Ohio,OH,Private,4 Year,tuition,in,36040,35330,34300,33140,31940,30950,29690,28340,27066
Marion Military Institute,Alabama,AL,Public,2 Year,total,in,18568,18568,17228,16328,16520,16520,18120,17620,17620
Marion Military Institute,Alabama,AL,Public,2 Year,total,out,24568,24568,23228,22328,22520,22520,24120,23620,23620
Marion Military Institute,Alabama,AL,Public,2 Year,tuition,in,9418,9418,8778,8778,8570,8570,8570,8570,8570
Marist College,New York,NY,Private,4 Year,total,in,54880,52760,51090,49790,48390,46610,44790,43066,41020
Marist College,New York,NY,Private,4 Year,total,out,54880,52760,51090,49790,48390,46610,44790,43066,41020
Marist College,New York,NY,Private,4 Year,tuition,in,36780,35210,33840,32590,31290,30090,28890,27740,26605
Marlboro College,Vermont,VT,Private,4 Year,total,in,55625,54102,53110,51590,51590,50770,49400,47740,45580
